Sentence	Request
Can you help me with capacity prices on TCO to put in our pricing models?	1
Please create a one month baseload firm deal ticket for the remaining days of the month based on the following information:	1
Please call or reply by email to set up a conference call.	1
Please respond tomorrow if possible or as soon as you get back.	1
Please take a look at the proposed job specification created by Ben Parsons word document attached below .	1
If any other newpaper publishes a summary of the same report will you please send it to me.	1
Can you help me on this?	1
Please review and provide comments back PGL's attorney Simon Halfin, email: S.Halfin@pecorp.com, phone # 312-2404-411 .	1
If you could get me these numbers by the end of the day or call me to discuss what you currently have that would be great.	1
Joe -- could you see if someone at FERC -- Hebert or Madden, might be available -- or suggest a suitable alternative?	1
Also to the extent that we have agreements please provide me with the address from the notice provision.	1
If you would prefer to receive only account service emails, please reply to this email indicating your preference.	1
Please complete all sections.	1
Please provide me with a copy of the new one when it's signed.	1
Please post and circulate to the team.	1
Please hold the presses before this gets billed to us.	1
can you get me the number of our contact at the Delano.	1
Please use the same dial in and pass code numbers 877-2320-064 ; 25581# .	1
Can you please take a look at this?	1
Please review and forward as needed to JPMorgan.	1
Please forward a credit worksheet for AGL.	1
Please share this information with colleagues who may find the Federal Reserve Bank of Dallas Community Affairs publications or events useful.	1
This will go out with the attached information from Steve Lucas about the legal/donation rules for the organization and the latest radio script Rick -please confirm this is it.	1
Also, could you look at the stuff I've highlighted in yellow.	1
Please have them correct the name Enron North America Corp. in the first paragraph.	1
We will send the money collected, along with a check from Enron for the same amount, to each of the organizations.	1
Please rewrite as you see fit.	1
Plase call me with your comments,	1
please follow up with this.	1
Please print out.	1
Call me for an update.	1
Once you have confirmed this with Mark, please prepare a final blacklined draft for our review and then execution copies of the ISDA Master Agreement.	1
Please reply to this message within 48 hours to complete the registration process.	1
Could you email me the option agreement?	1
Could you please coordinate the User Acceptance Testing with your group for the various reports that were listed below?	1
kf2@andrew.cmu.edu on 03/12/2001 09:15:09 AM Please respond to kf2@andrew.cmu.edu To: Kevin.Kindall@enron.com cc:	1
I need each of you to forward me a check for 1,071.42.	1
To make a purchase or ask questions regarding our services, please reply to this email with your full name, phone number with area code and if possible a good time to have us contact you.	1
Mark please help resolve.	1
Could you please make that revision and resend the document?	1
Please call at your earliest convenience.	1
Please take the time to become familiar with this system.	1
Please treat this confidentially.	1
Please call Cle at 713-2211-314 or me at 713-2211-131 with your comments.	1
In the meantime, if any meetings with VEPCO get scheduled that you would like me to attend, please send me an email since I will check that later on this week.	1
Rebecca Carter Sent by: Kelly Johnson 12/07/2000 03:02 PM Please respond to kelly.	1
Please make sure that their transfer from EES to our group is reflected in the support systems.	1
I still don't want to have a car, but would you please set up someone on your staff to meet me at the gate and escort me through the process.	1
To sign up for the April 18 date, please respond to this e-mail as soon as possible.	1
If it was a mistake to send this message to you, please forward to the correct individual.	1
Please review and share your thoughts with me.	1
If not, please proceed with the loading process.	1
Please call & I can give you Sally's available time if she needs to attend.	1
Dan, please review the attached documents and provide your comments.	1
Can you get EEI and cover sheet and riders to Carol thanks es	1
Please contact Barry directly to initiate the program.	1
Check out the latest ideas in the Idea Vault -- who knows, maybe one of them will make it into the Enron Xcelerator!	1
Please save all work.	1
As you request reimbursement for personal mileage, please use the rate of 36.5 cents per mile.	1
Please review the list below of these commercial employees that report up to you, directly or indirectly, and let him know if you see any discrepancies.	1
If you can;'t get all signatures immediately, send a draft to Lil so she can get started.	1
Please clarify - I think you were a few million off on the Upstream Plan #.	1
Can you pass this on to the next person...thanks!	1
Per Steve Kirk and Drew Fossum please add the following in the Other section of the TFX Agreement:	1
Per our conversation on January 2, please assign 3735/dth of available West Texas Pool receipts for contract 27641 during the four months beginning November, 2002 and ending February, 2003.	1
Please add Shelley Corman in GPG to distribution lists on all California issues related to crisis.	1
Dan - Could you please help me fix the definition of Green Requirement .	1
Please call or email me to discuss.	1
Could you give me a call x6910 and help me out.	1
Also please lay out a schematic of the hardware configuration between Enron, Louisiana and AEP's offices for this solution.	1
